Rk,G,Date,Home,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,V25,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Team
70,70,2018-03-17,,CHO,W,124,101,49,100,.490,12,26,.462,14,18,.778,12,56,24,7,5,8,22,,33,90,.367,9,33,.273,26,32,.813,13,50,11,7,5,10,13,NYK
71,71,2018-03-19,,CHI,W,110,92,43,96,.448,11,35,.314,13,17,.765,15,61,28,6,7,16,24,,33,92,.359,3,30,.100,23,31,.742,14,48,21,9,7,11,15,NYK
72,72,2018-03-21,@,MIA,L,98,119,39,89,.438,10,31,.323,10,12,.833,13,40,21,6,1,14,16,,45,81,.556,15,34,.441,14,19,.737,5,32,31,9,2,7,17,NYK
73,73,2018-03-23,,MIN,L,104,108,40,92,.435,12,28,.429,12,17,.706,10,42,25,9,0,10,27,,35,75,.467,10,26,.385,28,32,.875,6,45,23,6,6,14,15,NYK
74,74,2018-03-25,@,WAS,W,101,97,41,88,.466,6,22,.273,13,15,.867,10,44,26,10,6,14,19,,37,87,.425,6,19,.316,17,23,.739,14,46,25,10,7,14,16,NYK
75,75,2018-03-26,@,CHO,L,128,137,54,105,.514,9,30,.300,11,11,1.000,11,41,25,6,1,10,27,,51,93,.548,11,28,.393,24,28,.857,11,43,25,5,4,14,12,NYK
76,76,2018-03-28,@,PHI,L,101,118,36,94,.383,9,31,.290,20,26,.769,10,46,20,4,5,16,22,,45,98,.459,9,31,.290,19,27,.704,14,58,34,9,3,12,19,NYK
77,77,2018-03-31,,DET,L,109,115,43,91,.473,13,29,.448,10,12,.833,9,40,31,4,1,14,18,,44,85,.518,10,24,.417,17,22,.773,10,43,24,8,5,9,15,NYK
78,78,2018-04-03,,ORL,L,73,97,30,86,.349,4,27,.148,9,12,.750,7,42,17,5,9,11,17,,37,88,.420,11,36,.306,12,18,.667,11,53,28,7,5,11,12,NYK
79,79,2018-04-06,,MIA,W,122,98,45,89,.506,18,37,.486,14,21,.667,9,51,33,7,5,12,23,,35,88,.398,7,27,.259,21,22,.955,7,42,20,7,5,12,19,NYK
80,80,2018-04-07,,MIL,L,102,115,41,95,.432,9,21,.429,11,11,1.000,13,44,30,3,7,8,17,,45,93,.484,10,25,.400,15,17,.882,12,48,30,6,10,10,13,NYK
81,81,2018-04-09,,CLE,L,109,123,46,87,.529,11,30,.367,6,12,.500,8,37,26,4,7,14,20,,40,85,.471,19,45,.422,24,28,.857,7,42,29,9,2,10,15,NYK
82,82,2018-04-11,@,CLE,W,110,98,43,85,.506,12,27,.444,12,13,.923,8,39,30,10,3,15,22,,37,94,.394,6,24,.250,18,28,.643,17,48,15,9,3,14,15,NYK
1,1,2017-10-19,,NYK,W,105,84,39,90,.433,11,38,.289,16,22,.727,13,41,26,14,7,18,22,,32,79,.405,7,24,.292,13,19,.684,11,41,19,8,4,25,23,OKC
2,2,2017-10-21,@,UTA,L,87,96,32,78,.410,11,33,.333,12,19,.632,8,38,15,14,4,17,16,,38,77,.494,9,29,.310,11,14,.786,7,41,22,11,4,18,21,OKC
3,3,2017-10-22,,MIN,L,113,115,46,96,.479,11,31,.355,10,16,.625,9,36,26,9,6,11,22,,43,86,.500,10,25,.400,19,23,.826,10,45,25,5,1,17,17,OKC
4,4,2017-10-25,,IND,W,114,96,43,89,.483,10,27,.370,18,26,.692,16,49,26,8,8,21,27,,28,83,.337,10,29,.345,30,35,.857,14,41,13,13,2,19,23,OKC
5,5,2017-10-27,@,MIN,L,116,119,43,86,.500,8,28,.286,22,25,.880,11,35,19,8,9,14,29,,42,86,.488,8,22,.364,27,35,.771,17,44,23,5,7,15,21,OKC
6,6,2017-10-28,@,CHI,W,101,69,39,88,.443,13,34,.382,10,14,.714,11,52,28,16,8,11,17,,22,78,.282,10,37,.270,15,20,.750,12,47,16,9,5,19,16,OKC
7,7,2017-10-31,@,MIL,W,110,91,40,81,.494,12,28,.429,18,21,.857,9,46,24,6,3,15,20,,32,77,.416,9,31,.290,18,22,.818,4,31,24,8,4,14,22,OKC
8,8,2017-11-03,,BOS,L,94,101,35,87,.402,13,35,.371,11,14,.786,11,48,20,4,7,12,18,,36,84,.429,13,28,.464,16,24,.667,11,49,23,6,2,10,14,OKC
9,9,2017-11-05,@,POR,L,99,103,40,89,.449,11,33,.333,8,15,.533,6,32,17,11,2,11,27,,37,74,.500,7,20,.350,22,28,.786,7,44,20,6,7,21,20,OKC
10,10,2017-11-07,@,SAC,L,86,94,29,86,.337,10,37,.270,18,23,.783,9,44,15,16,2,14,17,,37,79,.468,9,24,.375,11,12,.917,5,47,21,6,5,23,24,OKC
11,11,2017-11-09,@,DEN,L,94,102,38,90,.422,11,30,.367,7,14,.500,18,44,16,15,7,16,23,,38,82,.463,9,27,.333,17,22,.773,14,45,27,7,7,18,15,OKC
12,12,2017-11-10,,LAC,W,120,111,40,78,.513,11,26,.423,29,40,.725,11,40,23,8,7,11,29,,39,84,.464,12,30,.400,21,30,.700,16,46,13,4,2,18,30,OKC
13,13,2017-11-12,,DAL,W,112,99,36,72,.500,15,32,.469,25,33,.758,3,37,21,10,4,15,23,,37,87,.425,11,37,.297,14,18,.778,11,41,18,9,4,20,20,OKC
14,14,2017-11-15,,CHI,W,92,79,26,72,.361,8,30,.267,32,37,.865,11,48,15,7,2,13,19,,26,75,.347,11,29,.379,16,20,.800,6,38,16,7,2,13,27,OKC
15,15,2017-11-17,@,SAS,L,101,104,39,89,.438,9,23,.391,14,21,.667,13,41,24,7,3,8,22,,34,77,.442,14,35,.400,22,28,.786,12,44,23,6,7,13,18,OKC
16,16,2017-11-20,@,NOP,L,107,114,38,89,.427,11,35,.314,20,26,.769,9,40,22,14,2,14,25,,41,80,.513,7,25,.280,25,32,.781,7,49,26,8,3,19,22,OKC
17,17,2017-11-22,,GSW,W,108,91,41,90,.456,8,25,.320,18,26,.692,13,50,16,15,5,16,21,,33,80,.413,10,31,.323,15,18,.833,7,39,22,11,8,22,20,OKC
18,18,2017-11-24,,DET,L,98,99,42,98,.429,8,32,.250,6,8,.750,13,45,22,13,6,14,12,,39,84,.464,14,37,.378,7,9,.778,8,43,22,6,5,20,17,OKC
19,19,2017-11-25,@,DAL,L,81,97,29,80,.363,13,35,.371,10,13,.769,8,39,24,12,1,17,15,,37,75,.493,15,35,.429,8,11,.727,8,43,25,11,5,17,18,OKC
20,20,2017-11-29,@,ORL,L,108,121,38,96,.396,12,32,.375,20,30,.667,21,48,17,8,5,13,20,,45,76,.592,13,30,.433,18,26,.692,2,37,28,9,7,13,22,OKC
21,21,2017-12-01,,MIN,W,111,107,41,79,.519,8,26,.308,21,22,.955,13,42,28,7,7,18,24,,39,76,.513,12,24,.500,17,21,.810,6,26,26,7,5,16,20,OKC
22,22,2017-12-03,,SAS,W,90,87,37,87,.425,6,22,.273,10,21,.476,15,47,21,8,2,20,19,,31,76,.408,8,28,.286,17,23,.739,8,39,14,11,9,17,24,OKC
23,23,2017-12-05,,UTA,W,100,94,39,81,.481,4,18,.222,18,26,.692,12,46,18,11,6,18,18,,34,79,.430,11,33,.333,15,21,.714,9,35,18,16,5,16,21,OKC
24,24,2017-12-07,@,BRK,L,95,100,38,98,.388,7,24,.292,12,23,.522,17,54,18,6,3,12,25,,35,80,.438,11,37,.297,19,30,.633,7,49,24,3,7,13,21,OKC
25,25,2017-12-09,@,MEM,W,102,101,36,92,.391,12,34,.353,18,31,.581,17,47,18,7,5,10,21,,39,88,.443,13,33,.394,10,17,.588,13,47,23,5,5,13,30,OKC
26,26,2017-12-11,,CHO,L,103,116,35,85,.412,9,26,.346,24,25,.960,11,39,16,4,2,14,19,,43,81,.531,13,25,.520,17,24,.708,9,41,22,7,4,12,20,OKC
27,27,2017-12-13,@,IND,W,100,95,36,88,.409,13,29,.448,15,24,.625,17,52,26,10,6,13,12,,40,89,.449,11,31,.355,4,6,.667,11,42,18,11,7,13,21,OKC
28,28,2017-12-15,@,PHI,W,119,117,47,113,.416,15,35,.429,10,19,.526,18,60,28,10,5,18,21,,44,100,.440,13,46,.283,16,20,.800,7,50,35,13,4,19,20,OKC
29,29,2017-12-16,@,NYK,L,96,111,36,85,.424,12,27,.444,12,20,.600,16,42,18,9,7,14,22,,38,69,.551,14,23,.609,21,26,.808,6,35,21,9,3,13,22,OKC
30,30,2017-12-18,,DEN,W,95,94,39,81,.481,7,24,.292,10,15,.667,6,40,13,9,5,10,13,,37,86,.430,12,37,.324,8,12,.667,8,45,21,8,3,11,18,OKC
31,31,2017-12-20,,UTA,W,107,79,40,77,.519,8,23,.348,19,22,.864,8,42,23,15,5,13,26,,26,73,.356,7,31,.226,20,27,.741,11,39,13,6,3,18,15,OKC
32,32,2017-12-22,,ATL,W,120,117,44,82,.537,13,25,.520,19,31,.613,15,40,24,11,5,19,18,,44,85,.518,15,32,.469,14,17,.824,7,27,28,12,3,15,24,OKC
33,33,2017-12-23,@,UTA,W,103,89,39,88,.443,12,29,.414,13,16,.813,15,45,18,9,5,7,16,,33,72,.458,6,26,.231,17,20,.850,6,37,16,3,2,12,13,OKC
34,34,2017-12-25,,HOU,W,112,107,43,79,.544,8,18,.444,18,23,.783,9,40,21,9,10,14,20,,35,81,.432,12,37,.324,25,31,.806,12,38,23,11,4,13,20,OKC
35,35,2017-12-27,,TOR,W,124,107,46,87,.529,9,25,.360,23,33,.697,15,52,25,9,7,12,26,,36,85,.424,11,38,.289,24,26,.923,7,34,24,9,4,11,29,OKC
36,36,2017-12-29,,MIL,L,95,97,38,83,.458,7,25,.280,12,20,.600,10,45,16,5,5,12,19,,40,85,.471,9,29,.310,8,17,.471,12,43,26,9,7,9,23,OKC
37,37,2017-12-31,,DAL,L,113,116,43,89,.483,10,32,.313,17,23,.739,11,45,18,4,4,11,20,,46,89,.517,15,34,.441,9,14,.643,8,36,26,5,5,7,18,OKC
38,38,2018-01-03,@,LAL,W,133,96,56,93,.602,14,30,.467,7,9,.778,7,44,36,12,5,9,17,,38,92,.413,11,33,.333,9,15,.600,16,45,24,5,4,17,10,OKC
39,39,2018-01-04,@,LAC,W,127,117,51,95,.537,15,34,.441,10,14,.714,11,46,23,4,6,13,23,,45,100,.450,9,30,.300,18,23,.783,15,45,29,5,2,10,15,OKC
40,40,2018-01-07,@,PHO,L,100,114,40,86,.465,8,27,.296,12,21,.571,8,42,23,7,7,11,17,,39,88,.443,17,39,.436,19,23,.826,12,43,24,6,6,7,19,OKC
41,41,2018-01-09,,POR,L,106,117,37,84,.440,13,31,.419,19,26,.731,11,38,20,6,4,14,17,,43,81,.531,10,23,.435,21,26,.808,8,42,19,10,2,15,20,OKC
42,42,2018-01-10,@,MIN,L,88,104,32,80,.400,6,25,.240,18,24,.750,10,41,13,9,2,18,22,,39,80,.488,7,20,.350,19,27,.704,11,45,22,11,5,14,22,OKC
43,43,2018-01-13,@,CHO,W,101,91,39,97,.402,8,26,.308,15,20,.750,19,57,17,8,9,9,22,,33,83,.398,9,28,.321,16,23,.696,9,50,16,3,7,14,15,OKC
44,44,2018-01-15,,SAC,W,95,88,36,86,.419,9,30,.300,14,29,.483,18,59,20,10,6,18,19,,33,84,.393,7,30,.233,15,25,.600,6,37,22,13,0,13,28,OKC
45,45,2018-01-17,,LAL,W,114,90,46,95,.484,12,35,.343,10,12,.833,21,54,22,10,6,16,14,,38,81,.469,10,26,.385,4,4,1.000,6,30,25,9,1,16,15,OKC
46,46,2018-01-20,@,CLE,W,148,124,58,100,.580,14,30,.467,18,28,.643,16,52,37,9,2,13,23,,46,89,.517,10,37,.270,22,27,.815,3,28,32,7,4,15,18,OKC
47,47,2018-01-23,,BRK,W,109,108,40,94,.426,7,25,.280,22,32,.688,16,50,12,7,4,4,18,,37,79,.468,16,38,.421,18,25,.720,8,45,27,1,5,12,25,OKC
48,48,2018-01-25,,WAS,W,121,112,45,87,.517,9,27,.333,22,29,.759,13,40,18,16,6,14,15,,42,86,.488,16,35,.457,12,16,.750,12,39,25,10,2,23,25,OKC
49,49,2018-01-27,@,DET,W,121,108,45,93,.484,14,33,.424,17,23,.739,13,43,23,9,2,9,20,,39,84,.464,12,33,.364,18,24,.750,13,43,24,4,3,16,20,OKC
50,50,2018-01-28,,PHI,W,122,112,45,92,.489,10,33,.303,22,30,.733,17,41,21,7,3,10,25,,38,76,.500,11,29,.379,25,31,.806,12,40,19,7,5,14,26,OKC
51,51,2018-01-30,@,WAS,L,96,102,30,80,.375,9,32,.281,27,34,.794,14,52,19,7,8,20,24,,34,89,.382,7,25,.280,27,29,.931,7,43,27,8,7,12,28,OKC
52,52,2018-02-01,@,DEN,L,124,127,51,98,.520,9,28,.321,13,17,.765,9,40,34,5,6,7,18,,50,97,.515,15,38,.395,12,17,.706,9,43,32,3,10,11,17,OKC
53,53,2018-02-02,,NOP,L,100,114,37,97,.381,9,36,.250,17,20,.850,15,52,24,6,5,16,18,,46,90,.511,13,24,.542,9,13,.692,5,41,30,10,2,16,20,OKC
54,54,2018-02-04,,LAL,L,104,108,40,89,.449,7,25,.280,17,25,.680,13,46,17,13,6,17,18,,42,86,.488,13,30,.433,11,18,.611,8,40,24,6,7,19,20,OKC
55,55,2018-02-06,@,GSW,W,125,105,44,93,.473,12,31,.387,25,33,.758,10,40,17,14,3,12,28,,37,76,.487,8,28,.286,23,31,.742,10,45,27,7,8,25,24,OKC
56,56,2018-02-08,@,LAL,L,81,106,32,90,.356,8,34,.235,9,19,.474,17,50,16,6,4,13,11,,42,96,.438,10,31,.323,12,13,.923,13,51,28,5,7,8,19,OKC
57,57,2018-02-11,,MEM,W,110,92,34,77,.442,16,37,.432,26,40,.650,9,38,21,6,3,9,23,,32,82,.390,6,28,.214,22,24,.917,12,47,21,4,5,17,32,OKC
58,58,2018-02-13,,CLE,L,112,120,40,90,.444,11,35,.314,21,30,.700,18,51,23,6,3,9,20,,45,88,.511,16,36,.444,14,22,.636,10,41,24,6,3,7,28,OKC
59,59,2018-02-14,@,MEM,W,121,114,40,81,.494,17,37,.459,24,35,.686,8,38,26,7,6,9,19,,44,86,.512,14,27,.519,12,15,.800,6,41,29,6,2,12,25,OKC
60,60,2018-02-22,@,SAC,W,110,107,38,86,.442,14,35,.400,20,24,.833,10,49,26,6,7,11,16,,42,91,.462,12,27,.444,11,15,.733,10,44,23,6,4,9,20,OKC
61,61,2018-02-24,@,GSW,L,80,112,29,88,.330,9,34,.265,13,21,.619,14,43,19,8,3,15,17,,42,89,.472,17,38,.447,11,13,.846,12,54,36,8,6,14,21,OKC
62,62,2018-02-26,,ORL,W,112,105,42,88,.477,11,25,.440,17,20,.850,14,50,24,6,6,20,13,,39,84,.464,12,29,.414,15,21,.714,8,35,23,15,6,16,19,OKC
63,63,2018-02-28,@,DAL,W,111,110,42,93,.452,10,36,.278,17,19,.895,19,56,19,7,2,22,24,,44,91,.484,13,36,.361,9,15,.600,8,36,30,11,1,16,22,OKC
64,64,2018-03-02,@,PHO,W,124,116,46,96,.479,11,34,.324,21,29,.724,16,48,22,5,11,11,20,,46,96,.479,11,25,.440,13,18,.722,13,44,26,5,12,13,25,OKC
65,65,2018-03-03,@,POR,L,100,108,40,91,.440,6,27,.222,14,21,.667,9,40,18,6,6,12,21,,39,88,.443,11,33,.333,19,23,.826,14,47,20,6,8,15,21,OKC
66,66,2018-03-06,,HOU,L,112,122,46,93,.495,12,34,.353,8,11,.727,12,34,18,12,4,19,28,,38,72,.528,17,33,.515,29,34,.853,7,37,25,11,7,20,20,OKC
67,67,2018-03-08,,PHO,W,115,87,42,80,.525,13,33,.394,18,27,.667,6,49,21,6,11,18,20,,31,92,.337,9,37,.243,16,18,.889,7,43,15,9,4,13,25,OKC
68,68,2018-03-10,,SAS,W,104,94,39,85,.459,10,28,.357,16,24,.667,11,49,24,8,4,15,13,,40,86,.465,10,20,.500,4,7,.571,6,43,26,6,3,14,22,OKC
69,69,2018-03-12,,SAC,W,106,101,38,84,.452,16,36,.444,14,18,.778,5,43,21,5,6,10,15,,38,93,.409,12,33,.364,13,16,.813,13,49,21,8,6,11,22,OKC
70,70,2018-03-13,@,ATL,W,119,107,42,89,.472,16,35,.457,19,25,.760,9,38,27,9,11,7,21,,37,87,.425,13,31,.419,20,24,.833,13,47,26,5,5,15,25,OKC
71,71,2018-03-16,,LAC,W,121,113,46,94,.489,11,32,.344,18,22,.818,17,46,30,17,10,14,20,,42,86,.488,11,26,.423,18,23,.783,16,48,21,10,3,21,18,OKC
72,72,2018-03-18,@,TOR,W,132,125,49,88,.557,10,21,.476,24,34,.706,14,39,27,11,2,17,24,,46,81,.568,15,30,.500,18,23,.783,8,31,31,5,1,19,25,OKC
73,73,2018-03-20,@,BOS,L,99,100,35,85,.412,10,27,.370,19,29,.655,8,44,19,6,6,13,20,,36,87,.414,13,36,.361,15,16,.938,11,52,22,6,5,17,24,OKC
74,74,2018-03-23,,MIA,W,105,99,36,84,.429,8,26,.308,25,33,.758,12,51,17,7,1,11,23,,34,87,.391,13,30,.433,18,20,.900,8,41,22,4,1,10,25,OKC
75,75,2018-03-25,,POR,L,105,108,37,84,.440,8,27,.296,23,28,.821,13,39,16,9,5,10,19,,42,90,.467,9,34,.265,15,19,.789,18,49,20,8,7,13,19,OKC
76,76,2018-03-29,@,SAS,L,99,103,37,85,.435,11,30,.367,14,21,.667,10,43,19,11,3,15,23,,34,81,.420,13,31,.419,22,30,.733,14,48,22,13,6,16,18,OKC
77,77,2018-03-30,,DEN,L,125,126,45,108,.417,20,44,.455,15,27,.556,18,50,25,13,2,8,22,,49,94,.521,10,30,.333,18,21,.857,12,58,27,4,5,15,24,OKC
78,78,2018-04-01,@,NOP,W,109,104,41,95,.432,9,31,.290,18,25,.720,14,51,24,13,4,18,22,,38,83,.458,11,32,.344,17,23,.739,7,44,28,13,3,21,20,OKC
79,79,2018-04-03,,GSW,L,107,111,35,93,.376,9,38,.237,28,37,.757,22,58,13,8,3,16,20,,41,83,.494,8,29,.276,21,24,.875,6,40,27,9,5,13,25,OKC
80,80,2018-04-07,@,HOU,W,108,102,36,91,.396,10,33,.303,26,33,.788,15,42,21,11,5,11,20,,36,76,.474,14,37,.378,16,23,.696,6,41,23,7,5,17,24,OKC
81,81,2018-04-09,@,MIA,W,115,93,35,81,.432,14,35,.400,31,38,.816,7,43,21,9,4,9,15,,40,87,.460,5,22,.227,8,14,.571,8,43,21,6,4,15,24,OKC
82,82,2018-04-11,,MEM,W,137,123,47,85,.553,20,43,.465,23,32,.719,8,45,32,8,3,14,23,,44,91,.484,13,31,.419,22,24,.917,9,41,22,9,2,13,22,OKC
1,1,2017-10-18,,MIA,W,116,109,43,90,.478,8,21,.381,22,29,.759,11,50,22,8,9,14,18,,44,101,.436,8,30,.267,13,17,.765,11,44,27,6,4,13,20,ORL
2,2,2017-10-20,@,BRK,L,121,126,45,89,.506,18,33,.545,13,15,.867,9,40,30,9,3,22,27,,46,92,.500,9,27,.333,25,35,.714,15,48,22,13,6,18,17,ORL
3,3,2017-10-21,@,CLE,W,114,93,40,90,.444,17,35,.486,17,20,.850,12,50,28,7,6,12,28,,33,86,.384,7,25,.280,20,27,.741,11,44,15,4,7,16,14,ORL
4,4,2017-10-24,,BRK,W,125,121,41,83,.494,8,23,.348,35,40,.875,6,44,20,8,5,11,23,,40,96,.417,11,35,.314,30,34,.882,14,49,21,8,4,15,27,ORL
5,5,2017-10-27,,SAS,W,114,87,48,84,.571,11,23,.478,7,14,.500,6,45,22,9,7,17,24,,30,89,.337,4,24,.167,23,27,.852,17,49,19,8,8,17,15,ORL
6,6,2017-10-29,@,CHO,L,113,120,41,97,.423,11,33,.333,20,26,.769,9,39,28,11,4,11,20,,53,97,.546,6,18,.333,8,17,.471,12,59,31,6,7,17,24,ORL
7,7,2017-10-30,@,NOP,W,115,99,43,85,.506,16,34,.471,13,18,.722,6,43,27,10,1,16,19,,39,85,.459,7,28,.250,14,18,.778,9,43,30,9,5,19,22,ORL
8,8,2017-11-01,@,MEM,W,101,99,38,75,.507,13,29,.448,12,14,.857,6,38,25,6,8,24,22,,39,82,.476,10,30,.333,11,16,.688,5,31,21,12,3,13,16,ORL
9,9,2017-11-03,,CHI,L,83,105,35,86,.407,10,35,.286,3,5,.600,7,38,23,6,2,16,11,,40,85,.471,14,29,.483,11,12,.917,9,48,23,6,2,14,13,ORL
10,10,2017-11-05,,BOS,L,88,104,33,91,.363,6,29,.207,16,18,.889,10,45,18,4,4,13,19,,39,89,.438,11,33,.333,15,20,.750,9,54,26,10,1,13,21,ORL
11,11,2017-11-08,,NYK,W,112,99,43,80,.538,13,28,.464,13,22,.591,6,29,31,16,7,12,15,,42,80,.525,5,12,.417,10,13,.769,12,42,26,7,2,23,21,ORL
12,12,2017-11-10,@,PHO,W,128,112,43,82,.524,13,28,.464,29,43,.674,7,44,29,8,5,18,20,,44,94,.468,5,24,.208,19,25,.760,12,40,13,8,5,15,29,ORL
13,13,2017-11-11,@,DEN,L,107,125,41,87,.471,11,31,.355,14,20,.700,8,36,24,7,5,12,19,,46,87,.529,12,29,.414,21,27,.778,13,50,29,9,4,12,16,ORL
14,14,2017-11-13,@,GSW,L,100,110,37,88,.420,10,32,.313,16,18,.889,4,35,26,10,3,11,18,,44,88,.500,8,23,.348,14,16,.875,12,50,35,4,5,16,21,ORL
15,15,2017-11-15,@,POR,L,94,99,37,79,.468,11,29,.379,9,9,1.000,7,41,19,6,4,15,16,,38,87,.437,14,27,.519,9,13,.692,10,41,21,7,2,12,10,ORL
16,16,2017-11-18,,UTA,L,85,125,31,81,.383,8,29,.276,15,23,.652,11,46,13,10,5,16,20,,47,98,.480,14,34,.412,17,18,.944,14,54,31,10,4,10,19,ORL
17,17,2017-11-20,,IND,L,97,105,35,84,.417,13,38,.342,14,23,.609,11,50,23,6,7,22,20,,37,89,.416,8,20,.400,23,29,.793,8,48,25,17,4,12,25,ORL
18,18,2017-11-22,@,MIN,L,118,124,46,91,.505,12,37,.324,14,22,.636,7,44,28,4,4,14,31,,40,87,.460,8,23,.348,36,45,.800,10,42,22,9,3,7,17,ORL
19,19,2017-11-24,@,BOS,L,103,118,41,95,.432,9,24,.375,12,19,.632,16,51,21,6,4,12,16,,42,91,.462,17,42,.405,17,25,.680,13,46,27,6,10,8,20,ORL
20,20,2017-11-25,@,PHI,L,111,130,39,86,.453,12,31,.387,21,31,.677,7,41,22,8,5,9,17,,48,95,.505,16,34,.471,18,20,.900,11,53,35,7,2,11,22,ORL
21,21,2017-11-27,@,IND,L,109,121,40,92,.435,16,41,.390,13,16,.813,10,35,22,4,9,14,23,,42,79,.532,15,26,.577,22,26,.846,8,43,25,7,8,14,18,ORL
22,22,2017-11-29,,OKC,W,121,108,45,76,.592,13,30,.433,18,26,.692,2,37,28,9,7,13,22,,38,96,.396,12,32,.375,20,30,.667,21,48,17,8,5,13,20,ORL
23,23,2017-12-01,,GSW,L,112,133,44,96,.458,11,28,.393,13,18,.722,13,35,23,9,4,14,15,,55,88,.625,12,24,.500,11,11,1.000,7,42,46,9,11,19,16,ORL
24,24,2017-12-03,@,NYK,W,105,100,37,82,.451,6,28,.214,25,29,.862,8,42,19,8,3,10,11,,43,93,.462,5,15,.333,9,10,.900,10,45,18,4,4,14,24,ORL
25,25,2017-12-04,@,CHO,L,94,104,36,82,.439,10,32,.313,12,14,.857,5,40,24,5,5,20,30,,34,84,.405,3,17,.176,33,40,.825,11,52,17,13,5,14,18,ORL
26,26,2017-12-06,,ATL,W,110,106,46,98,.469,6,28,.214,12,18,.667,13,52,17,9,7,16,23,,40,93,.430,11,27,.407,15,20,.750,11,49,25,7,3,17,16,ORL
27,27,2017-12-08,,DEN,L,89,103,33,83,.398,5,21,.238,18,23,.783,11,42,18,5,7,14,17,,42,85,.494,6,21,.286,13,16,.813,6,44,21,7,7,12,20,ORL
28,28,2017-12-09,@,ATL,L,110,117,45,92,.489,13,34,.382,7,8,.875,10,39,39,7,2,12,24,,41,80,.513,17,33,.515,18,25,.720,9,40,33,7,6,12,13,ORL
29,29,2017-12-13,,LAC,L,95,106,37,88,.420,9,27,.333,12,21,.571,7,45,24,6,6,12,13,,39,88,.443,12,26,.462,16,20,.800,6,51,25,10,6,8,19,ORL
30,30,2017-12-15,,POR,L,88,95,32,84,.381,10,29,.345,14,19,.737,8,45,15,7,3,15,18,,37,86,.430,8,18,.444,13,15,.867,6,45,18,7,9,14,20,ORL
31,31,2017-12-17,@,DET,L,110,114,41,85,.482,17,33,.515,11,17,.647,8,40,27,6,4,16,16,,42,89,.472,17,34,.500,13,16,.813,7,39,27,11,3,13,17,ORL
32,32,2017-12-20,@,CHI,L,94,112,35,89,.393,5,27,.185,19,23,.826,6,35,23,5,1,9,15,,44,87,.506,11,32,.344,13,14,.929,9,51,31,6,8,11,23,ORL
33,33,2017-12-22,,NOP,L,97,111,36,85,.424,4,20,.200,21,29,.724,10,40,16,7,2,14,19,,43,86,.500,10,30,.333,15,24,.625,11,48,23,10,2,15,25,ORL
34,34,2017-12-23,@,WAS,L,103,130,42,87,.483,8,26,.308,11,17,.647,4,28,17,7,3,12,22,,47,86,.547,16,30,.533,20,23,.870,12,49,29,5,2,16,18,ORL
35,35,2017-12-26,@,MIA,L,89,107,33,81,.407,5,20,.250,18,22,.818,10,42,14,8,5,17,20,,41,91,.451,11,33,.333,14,17,.824,16,53,22,11,5,15,20,ORL
36,36,2017-12-28,,DET,W,102,89,37,82,.451,11,26,.423,17,17,1.000,9,48,22,10,3,18,17,,35,87,.402,9,23,.391,10,14,.714,9,41,20,5,4,15,17,ORL
37,37,2017-12-30,,MIA,L,111,117,44,81,.543,12,27,.444,11,15,.733,9,37,31,2,9,12,20,,45,88,.511,12,24,.500,15,18,.833,11,40,24,6,2,8,17,ORL
38,38,2018-01-01,@,BRK,L,95,98,35,96,.365,6,31,.194,19,25,.760,19,52,16,5,5,12,18,,36,82,.439,9,25,.360,17,23,.739,10,52,17,7,10,13,22,ORL
39,39,2018-01-03,,HOU,L,98,116,35,91,.385,6,31,.194,22,25,.880,9,48,16,7,3,12,19,,42,89,.472,15,34,.441,17,21,.810,9,51,25,6,3,15,19,ORL
40,40,2018-01-06,,CLE,L,127,131,49,98,.500,14,37,.378,15,22,.682,14,46,29,5,2,19,28,,47,94,.500,15,34,.441,22,31,.710,14,45,25,11,2,17,26,ORL
41,41,2018-01-09,@,DAL,L,99,114,36,79,.456,11,29,.379,16,22,.727,9,41,27,2,4,13,23,,43,83,.518,9,26,.346,19,22,.864,5,38,27,6,2,4,22,ORL
42,42,2018-01-10,@,MIL,L,103,110,39,90,.433,8,29,.276,17,18,.944,8,34,26,6,4,8,21,,45,82,.549,4,19,.211,16,25,.640,11,47,20,4,9,14,21,ORL
43,43,2018-01-12,@,WAS,L,119,125,41,80,.513,12,29,.414,25,31,.806,12,40,32,7,3,15,21,,54,95,.568,4,16,.250,13,19,.684,14,41,26,9,6,11,22,ORL
44,44,2018-01-16,,MIN,W,108,102,40,90,.444,11,31,.355,17,19,.895,15,51,24,4,10,16,15,,43,98,.439,7,16,.438,9,10,.900,11,37,19,10,9,7,21,ORL
45,45,2018-01-18,@,CLE,L,103,104,41,88,.466,5,22,.227,16,21,.762,9,42,25,12,6,14,22,,38,85,.447,10,34,.294,18,27,.667,14,46,22,8,4,20,21,ORL
46,46,2018-01-21,@,BOS,W,103,95,43,92,.467,6,21,.286,11,16,.688,13,44,20,7,9,10,19,,37,85,.435,8,27,.296,13,14,.929,11,44,22,6,9,15,18,ORL
47,47,2018-01-23,,SAC,L,99,105,36,83,.434,11,31,.355,16,19,.842,11,40,23,9,4,17,17,,43,87,.494,8,26,.308,11,13,.846,11,44,24,9,11,14,15,ORL
