Rk,G,Date,Home,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,V25,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Team
67,67,2017-03-12,,CHI,W,100,80,40,86,.465,16,37,.432,4,4,1.000,12,51,22,14,5,21,14,,33,87,.379,7,25,.280,7,9,.778,12,40,18,13,3,17,10,BOS
68,68,2017-03-15,,MIN,W,117,104,43,79,.544,13,33,.394,18,21,.857,5,37,34,2,5,10,16,,40,91,.440,8,27,.296,16,20,.800,15,42,26,4,1,8,21,BOS
69,69,2017-03-17,@,BRK,W,98,95,34,85,.400,7,29,.241,23,29,.793,8,51,20,7,6,12,23,,30,83,.361,11,35,.314,24,30,.800,6,41,23,7,7,10,25,BOS
70,70,2017-03-19,@,PHI,L,99,105,34,84,.405,6,29,.207,25,29,.862,8,41,27,8,5,17,15,,41,88,.466,12,33,.364,11,15,.733,8,43,29,9,7,15,23,BOS
71,71,2017-03-20,,WAS,W,110,102,40,93,.430,10,33,.303,20,28,.714,19,53,19,10,6,13,24,,37,86,.430,8,35,.229,20,26,.769,8,39,24,6,4,18,28,BOS
72,72,2017-03-22,,IND,W,109,100,43,84,.512,11,27,.407,12,14,.857,10,43,27,5,2,16,17,,38,87,.437,11,28,.393,13,19,.684,18,45,20,13,6,13,19,BOS
73,73,2017-03-24,,PHO,W,130,120,44,94,.468,14,41,.341,28,35,.800,12,50,31,8,5,15,32,,39,86,.453,6,19,.316,36,49,.735,10,49,23,9,3,13,30,BOS
74,74,2017-03-26,,MIA,W,112,108,41,77,.532,8,24,.333,22,25,.880,8,35,32,8,3,16,19,,41,91,.451,7,29,.241,19,24,.792,16,40,19,9,5,15,22,BOS
75,75,2017-03-29,,MIL,L,100,103,35,88,.398,12,37,.324,18,23,.783,15,42,24,8,3,16,18,,41,78,.526,8,22,.364,13,17,.765,7,35,27,9,8,14,21,BOS
76,76,2017-03-31,,ORL,W,117,116,38,84,.452,12,33,.364,29,34,.853,5,45,27,6,5,11,18,,40,98,.408,12,30,.400,24,25,.960,11,48,28,9,4,9,21,BOS
77,77,2017-04-02,@,NYK,W,110,94,40,72,.556,12,37,.324,18,26,.692,5,41,22,8,3,17,25,,33,85,.388,7,25,.280,21,25,.840,8,32,20,12,2,11,20,BOS
78,78,2017-04-05,,CLE,L,91,114,33,81,.407,7,33,.212,18,29,.621,8,38,21,6,4,12,18,,43,92,.467,11,36,.306,17,18,.944,13,51,19,7,5,10,26,BOS
79,79,2017-04-06,@,ATL,L,116,123,37,90,.411,15,43,.349,27,34,.794,10,38,28,9,4,12,29,,44,89,.494,11,23,.478,24,34,.706,13,52,26,7,4,17,30,BOS
80,80,2017-04-08,@,CHO,W,121,114,45,87,.517,17,39,.436,14,17,.824,5,43,35,2,5,9,19,,38,84,.452,9,28,.321,29,32,.906,7,42,22,5,5,7,15,BOS
81,81,2017-04-10,,BRK,W,114,105,41,91,.451,14,38,.368,18,21,.857,9,51,31,7,4,13,23,,31,86,.360,8,31,.258,35,39,.897,9,49,18,8,6,12,19,BOS
82,82,2017-04-12,,MIL,W,112,94,41,91,.451,12,37,.324,18,26,.692,11,46,31,12,3,8,17,,37,84,.440,6,23,.261,14,17,.824,9,43,26,6,9,17,20,BOS
1,1,2016-10-27,,BOS,W,105,99,36,92,.391,11,25,.440,22,30,.733,18,55,25,5,1,12,21,,38,76,.500,8,23,.348,15,24,.625,3,36,22,6,6,11,25,CHI
2,2,2016-10-29,,IND,W,118,101,45,86,.523,9,21,.429,19,21,.905,13,47,34,8,6,12,14,,43,88,.489,7,18,.389,8,9,.889,8,33,34,8,7,13,16,CHI
3,3,2016-10-31,@,BRK,W,118,88,45,89,.506,11,27,.407,17,18,.944,13,58,26,9,9,19,22,,33,96,.344,5,31,.161,17,21,.810,16,45,14,12,3,15,15,CHI
4,4,2016-11-02,@,BOS,L,100,107,35,81,.432,7,20,.350,23,31,.742,15,49,21,7,7,19,19,,41,87,.471,14,32,.438,11,17,.647,10,39,28,10,4,12,24,CHI
5,5,2016-11-04,,NYK,L,104,117,37,84,.440,8,23,.348,22,27,.815,15,42,15,4,4,12,16,,46,89,.517,9,21,.429,16,21,.762,11,40,32,7,2,5,23,CHI
6,6,2016-11-05,@,IND,L,94,111,34,79,.430,6,18,.333,20,25,.800,13,40,17,8,5,16,13,,46,86,.535,12,26,.462,7,12,.583,8,36,27,8,9,11,20,CHI
7,7,2016-11-07,,ORL,W,112,80,42,89,.472,3,19,.158,25,31,.806,15,56,26,7,4,8,11,,33,85,.388,9,30,.300,5,6,.833,6,39,28,6,6,14,23,CHI
8,8,2016-11-09,@,ATL,L,107,115,41,91,.451,9,27,.333,16,21,.762,8,31,24,14,3,13,21,,42,83,.506,9,20,.450,22,27,.815,13,48,24,8,7,21,20,CHI
9,9,2016-11-10,@,MIA,W,98,95,37,89,.416,6,16,.375,18,20,.900,12,48,18,7,2,10,12,,36,88,.409,13,29,.448,10,15,.667,14,46,22,8,5,13,19,CHI
10,10,2016-11-12,,WAS,W,106,95,39,97,.402,5,15,.333,23,25,.920,15,52,21,7,6,10,20,,38,91,.418,4,13,.308,15,18,.833,13,49,19,3,7,12,22,CHI
11,11,2016-11-15,@,POR,W,113,88,41,98,.418,7,20,.350,24,28,.857,19,67,16,7,4,10,19,,34,95,.358,9,34,.265,11,18,.611,15,49,17,8,4,11,18,CHI
12,12,2016-11-17,@,UTA,W,85,77,33,90,.367,5,17,.294,14,16,.875,14,46,8,7,6,8,16,,30,78,.385,5,25,.200,12,14,.857,10,48,11,4,3,13,14,CHI
13,13,2016-11-19,@,LAC,L,95,102,33,77,.429,9,30,.300,20,24,.833,15,41,17,7,4,12,20,,36,77,.468,11,27,.407,19,23,.826,11,38,20,6,2,13,20,CHI
14,14,2016-11-20,@,LAL,W,118,110,45,87,.517,8,22,.364,20,28,.714,16,56,27,6,3,16,16,,41,93,.441,13,31,.419,15,21,.714,10,37,26,11,3,10,19,CHI
15,15,2016-11-22,@,DEN,L,107,110,43,95,.453,6,18,.333,15,18,.833,10,48,22,6,11,6,18,,43,100,.430,10,22,.455,14,17,.824,17,55,26,5,6,10,14,CHI
16,16,2016-11-25,@,PHI,W,105,89,40,90,.444,6,21,.286,19,26,.731,11,51,24,10,5,12,17,,31,78,.397,9,22,.409,18,22,.818,8,48,18,7,8,19,21,CHI
17,17,2016-11-30,,LAL,L,90,96,32,91,.352,4,21,.190,22,29,.759,14,46,22,15,11,14,26,,33,81,.407,2,8,.250,28,41,.683,18,60,17,12,3,23,24,CHI
18,18,2016-12-02,,CLE,W,111,105,47,96,.490,3,18,.167,14,17,.824,16,49,31,11,4,12,16,,45,83,.542,10,26,.385,5,10,.500,6,33,30,5,1,18,15,CHI
19,19,2016-12-03,@,DAL,L,82,107,32,71,.451,3,13,.231,15,21,.714,11,43,9,4,5,20,22,,40,87,.460,13,31,.419,14,18,.778,13,42,31,11,2,10,19,CHI
20,20,2016-12-05,,POR,L,110,112,35,83,.422,7,23,.304,33,38,.868,15,50,16,8,11,15,17,,45,93,.484,9,24,.375,13,18,.722,10,38,25,9,8,9,27,CHI
21,21,2016-12-06,@,DET,L,91,102,33,75,.440,2,15,.133,23,32,.719,9,45,15,6,7,14,20,,40,88,.455,8,21,.381,14,21,.667,9,44,24,10,5,9,23,CHI
22,22,2016-12-08,,SAS,W,95,91,35,80,.438,4,17,.235,21,27,.778,11,51,24,7,5,20,13,,39,97,.402,9,28,.321,4,5,.800,11,43,21,12,8,12,18,CHI
23,23,2016-12-10,,MIA,W,105,100,38,84,.452,1,8,.125,28,31,.903,12,47,17,8,6,11,15,,42,91,.462,5,20,.250,11,18,.611,14,43,25,5,5,12,22,CHI
24,24,2016-12-13,,MIN,L,94,99,38,87,.437,4,15,.267,14,19,.737,13,42,20,7,6,9,16,,38,86,.442,6,21,.286,17,22,.773,14,48,24,3,8,14,14,CHI
25,25,2016-12-15,@,MIL,L,97,108,35,74,.473,5,20,.250,22,29,.759,6,41,23,5,3,16,16,,45,95,.474,11,20,.550,7,13,.538,13,42,32,8,5,8,20,CHI
26,26,2016-12-16,,MIL,L,69,95,28,92,.304,5,21,.238,8,15,.533,19,50,17,7,2,12,14,,38,82,.463,10,25,.400,9,13,.692,11,53,26,7,4,11,14,CHI
27,27,2016-12-19,,DET,W,113,82,49,82,.598,8,16,.500,7,7,1.000,9,46,34,9,5,13,13,,34,83,.410,3,23,.130,11,13,.846,10,32,19,8,3,11,8,CHI
28,28,2016-12-21,,WAS,L,97,107,38,95,.400,6,21,.286,15,19,.789,17,49,25,4,5,14,18,,43,82,.524,3,18,.167,18,25,.720,6,44,23,7,3,10,20,CHI
29,29,2016-12-23,@,CHO,L,91,103,38,96,.396,7,22,.318,8,10,.800,17,52,20,5,6,9,20,,37,84,.440,5,18,.278,24,28,.857,12,48,25,6,13,10,8,CHI
30,30,2016-12-25,@,SAS,L,100,119,39,86,.453,7,18,.389,15,20,.750,14,38,20,9,1,14,19,,48,85,.565,9,18,.500,14,19,.737,11,43,30,7,3,13,19,CHI
31,31,2016-12-26,,IND,W,90,85,32,83,.386,6,25,.240,20,28,.714,16,48,17,10,3,13,15,,34,81,.420,9,25,.360,8,10,.800,9,40,26,5,5,16,21,CHI
32,32,2016-12-28,,BRK,W,101,99,35,88,.398,3,13,.231,28,29,.966,17,54,20,8,8,18,17,,37,86,.430,13,32,.406,12,16,.750,9,37,21,9,6,14,22,CHI
33,33,2016-12-30,@,IND,L,101,111,35,84,.417,6,23,.261,25,31,.806,15,47,17,8,5,13,23,,39,81,.481,7,19,.368,26,30,.867,8,42,26,7,6,11,22,CHI
34,34,2016-12-31,,MIL,L,96,116,33,83,.398,10,27,.370,20,28,.714,14,37,23,9,5,11,21,,43,76,.566,9,15,.600,21,27,.778,8,42,29,7,8,12,19,CHI
35,35,2017-01-02,,CHO,W,118,111,42,90,.467,7,23,.304,27,29,.931,15,45,23,10,9,10,17,,41,83,.494,9,19,.474,20,22,.909,7,34,24,7,3,14,19,CHI
36,36,2017-01-04,@,CLE,W,106,94,41,85,.482,13,30,.433,11,15,.733,12,43,23,8,3,12,18,,34,83,.410,8,25,.320,18,24,.750,16,44,13,6,2,15,16,CHI
37,37,2017-01-07,,TOR,W,123,118,38,97,.392,11,28,.393,36,39,.923,17,60,25,5,2,14,27,,37,85,.435,8,31,.258,36,43,.837,6,41,20,11,5,10,22,CHI
38,38,2017-01-09,,OKC,L,94,109,34,83,.410,7,19,.368,19,22,.864,9,38,18,7,2,11,13,,47,83,.566,7,24,.292,8,11,.727,6,42,30,5,5,12,17,CHI
39,39,2017-01-10,@,WAS,L,99,101,35,88,.398,10,27,.370,19,21,.905,12,44,19,10,2,17,18,,42,83,.506,11,22,.500,6,9,.667,7,42,24,8,6,21,24,CHI
40,40,2017-01-12,@,NYK,L,89,104,35,89,.393,3,18,.167,16,21,.762,14,43,20,5,4,12,12,,44,92,.478,7,23,.304,9,11,.818,17,48,21,3,7,12,17,CHI
41,41,2017-01-14,,NOP,W,107,99,43,101,.426,8,20,.400,13,23,.565,21,63,22,10,6,10,20,,39,84,.464,7,23,.304,14,21,.667,6,42,27,3,6,11,19,CHI
42,42,2017-01-15,@,MEM,W,108,104,40,78,.513,4,17,.235,24,35,.686,6,47,18,8,5,12,14,,40,95,.421,11,32,.344,13,13,1.000,13,50,24,6,3,10,22,CHI
43,43,2017-01-17,,DAL,L,98,99,37,82,.451,6,14,.429,18,22,.818,11,43,23,6,3,13,22,,37,78,.474,11,28,.393,14,18,.778,6,36,27,5,2,12,21,CHI
44,44,2017-01-20,@,ATL,L,93,102,34,81,.420,7,28,.250,18,19,.947,12,41,18,12,5,24,17,,39,82,.476,9,22,.409,15,19,.789,10,40,23,16,3,19,19,CHI
45,45,2017-01-21,,SAC,W,102,99,34,83,.410,6,17,.353,28,33,.848,14,48,22,7,7,11,18,,37,84,.440,9,26,.346,16,21,.762,9,40,20,7,5,9,23,CHI
46,46,2017-01-24,@,ORL,W,100,92,35,77,.455,7,22,.318,23,30,.767,6,44,12,13,6,13,19,,35,85,.412,7,22,.318,15,20,.750,12,48,18,7,2,19,18,CHI
47,47,2017-01-25,,ATL,L,114,119,43,94,.457,8,27,.296,20,26,.769,12,41,18,6,5,6,16,,43,83,.518,17,30,.567,16,19,.842,6,39,29,5,5,13,20,CHI
48,48,2017-01-27,,MIA,L,88,100,33,78,.423,3,13,.231,19,25,.760,9,43,19,7,9,21,12,,41,89,.461,9,24,.375,9,11,.818,7,40,25,14,2,10,17,CHI
49,49,2017-01-29,,PHI,W,121,108,45,89,.506,8,14,.571,23,28,.821,10,49,29,8,5,10,11,,44,99,.444,10,28,.357,10,14,.714,11,43,26,8,8,12,22,CHI
50,50,2017-02-01,@,OKC,W,128,100,49,81,.605,6,15,.400,24,30,.800,4,42,25,7,2,9,19,,38,100,.380,10,37,.270,14,17,.824,11,37,17,6,4,9,23,CHI
51,51,2017-02-03,@,HOU,L,117,121,48,100,.480,8,25,.320,13,18,.722,14,53,30,7,7,14,23,,44,98,.449,16,43,.372,17,25,.680,8,48,24,7,3,11,23,CHI
52,52,2017-02-06,@,SAC,W,112,107,43,81,.531,6,19,.316,20,31,.645,8,35,21,10,3,8,17,,41,79,.519,11,28,.393,14,16,.875,9,40,27,4,5,15,25,CHI
53,53,2017-02-08,@,GSW,L,92,123,37,92,.402,4,24,.167,14,19,.737,15,44,25,7,2,14,17,,48,85,.565,15,28,.536,12,13,.923,5,45,37,9,5,12,17,CHI
54,54,2017-02-10,@,PHO,L,97,115,37,86,.430,5,19,.263,18,22,.818,12,41,20,7,5,11,16,,48,95,.505,8,19,.421,11,13,.846,13,43,25,4,8,8,18,CHI
55,55,2017-02-12,@,MIN,L,89,117,35,84,.417,10,25,.400,9,13,.692,9,35,22,7,2,18,24,,44,81,.543,6,24,.250,23,26,.885,10,46,27,11,4,14,14,CHI
56,56,2017-02-14,,TOR,W,105,94,35,73,.479,7,17,.412,28,35,.800,7,37,22,8,5,17,23,,35,77,.455,5,20,.250,19,24,.792,8,34,15,9,1,16,26,CHI
57,57,2017-02-16,,BOS,W,104,103,38,90,.422,6,25,.240,22,22,1.000,15,51,23,2,6,7,13,,36,77,.468,14,37,.378,17,20,.850,4,31,24,2,4,7,18,CHI
58,58,2017-02-24,,PHO,W,128,121,46,98,.469,12,26,.462,24,31,.774,11,46,31,14,4,12,21,,49,93,.527,8,24,.333,15,25,.600,8,43,27,8,6,18,23,CHI
59,59,2017-02-25,@,CLE,W,117,99,46,93,.495,15,30,.500,10,16,.625,10,47,34,6,0,7,13,,37,80,.463,14,37,.378,11,15,.733,4,40,24,5,3,12,17,CHI
60,60,2017-02-28,,DEN,L,107,125,44,96,.458,10,26,.385,9,10,.900,11,35,26,10,3,12,19,,45,80,.563,13,30,.433,22,24,.917,6,45,26,6,2,16,16,CHI
61,61,2017-03-02,,GSW,W,94,87,36,82,.439,5,19,.263,17,21,.810,7,49,19,9,5,15,15,,34,88,.386,6,30,.200,13,14,.929,6,41,23,10,6,15,18,CHI
62,62,2017-03-04,,LAC,L,91,101,35,83,.422,6,17,.353,15,20,.750,14,45,26,11,0,19,24,,41,85,.482,6,25,.240,13,16,.813,11,37,20,7,5,14,17,CHI
63,63,2017-03-06,@,DET,L,95,109,34,83,.410,8,28,.286,19,21,.905,7,37,21,3,5,10,20,,45,92,.489,6,21,.286,13,20,.650,10,48,26,7,3,6,19,CHI
64,64,2017-03-08,@,ORL,L,91,98,36,81,.444,12,28,.429,7,11,.636,9,44,24,3,4,16,16,,37,89,.416,7,25,.280,17,21,.810,15,48,21,10,4,9,17,CHI
65,65,2017-03-10,,HOU,L,94,115,38,98,.388,9,39,.231,9,12,.750,11,49,24,9,4,18,21,,37,89,.416,15,47,.319,26,32,.813,11,54,26,11,4,17,15,CHI
66,66,2017-03-12,@,BOS,L,80,100,33,87,.379,7,25,.280,7,9,.778,12,40,18,13,3,17,10,,40,86,.465,16,37,.432,4,4,1.000,12,51,22,14,5,21,14,CHI
67,67,2017-03-13,@,CHO,W,115,109,41,92,.446,14,40,.350,19,22,.864,12,50,29,6,5,10,20,,43,93,.462,7,29,.241,16,19,.842,11,44,25,4,3,6,18,CHI
68,68,2017-03-15,,MEM,L,91,98,34,91,.374,11,28,.393,12,15,.800,14,45,22,6,6,5,19,,36,85,.424,11,31,.355,15,18,.833,14,52,26,2,3,11,19,CHI
69,69,2017-03-17,@,WAS,L,107,112,44,88,.500,7,27,.259,12,18,.667,15,53,28,5,5,18,19,,46,101,.455,10,26,.385,10,12,.833,13,40,34,5,6,10,17,CHI
70,70,2017-03-18,,UTA,W,95,86,38,80,.475,7,19,.368,12,14,.857,7,39,24,7,9,10,18,,31,81,.383,7,25,.280,17,25,.680,17,49,15,6,8,14,12,CHI
71,71,2017-03-21,@,TOR,L,120,122,42,90,.467,14,37,.378,22,27,.815,9,39,25,9,10,14,24,,47,95,.495,8,23,.348,20,27,.741,16,50,18,6,4,16,23,CHI
72,72,2017-03-22,,DET,W,117,95,47,80,.588,11,23,.478,12,19,.632,7,36,36,12,2,11,20,,39,88,.443,7,20,.350,10,17,.588,16,44,18,6,1,15,17,CHI
73,73,2017-03-24,,PHI,L,107,117,37,91,.407,10,24,.417,23,31,.742,15,39,22,9,5,14,15,,46,83,.554,8,25,.320,17,23,.739,11,46,23,10,4,18,22,CHI
74,74,2017-03-26,@,MIL,W,109,94,46,85,.541,10,21,.476,7,10,.700,10,49,33,4,2,14,16,,37,84,.440,7,23,.304,13,17,.765,9,34,20,8,0,9,9,CHI
75,75,2017-03-30,,CLE,W,99,93,38,90,.422,12,25,.480,11,18,.611,15,51,26,11,3,12,15,,37,83,.446,10,27,.370,9,16,.563,9,44,23,6,5,15,22,CHI
76,76,2017-04-01,,ATL,W,106,104,40,85,.471,12,30,.400,14,14,1.000,6,40,25,6,4,12,17,,40,90,.444,11,28,.393,13,17,.765,11,45,25,4,1,13,16,CHI
77,77,2017-04-02,@,NOP,W,117,110,45,92,.489,13,26,.500,14,18,.778,9,49,26,7,6,11,23,,33,81,.407,10,30,.333,34,35,.971,6,40,24,7,4,12,14,CHI
